FID,OBJECTID,FID_,biosum_plo,statecd,invyr,unitcd,countycd,plot,measyear,measmon,measday,elev,fvs_varian,half_state,subplot_co,gis_yard_d,gis_protec,gis_roadle,all_cond_n,plot_acces,num_cond,one_cond_y,lat,lon,macro_brea,merch_haul,merch_ha_1,merch_ha_2,chip_haul_,chip_hau_1,chip_hau_2,biosum_sta,gis_status,idb_plot_i,cn,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
3098,3099,3098,120120606020999990000000.000000000000000,6,2012,4,79,66530,2012,6,19,1900,WS,CA, , ,N,N,N,Y,1,Y,35.250000000000000,-120.250000000000000,24, , , , , , ,1,1, ,30763026020000.000000000000000,1896519,14.740353793600001,-22738.030482099999000,-307385.041354999990000
3099,3100,3099,120120606020999990000000.000000000000000,6,2012,4,79,72480,2012,10,10,1900,WS,CA, , ,N,N,N,Y,2,N,35.450000000000003,-120.150000000000010,24, , , , , , ,1,1, ,30763017020000.000000000000000,1900217,137.672489689999990,-13676.501599400000000,-285321.038269000010000
3100,3101,3100,120120606020999990000000.000000000000000,6,2012,4,79,86267,2012,10,23,1500,WS,CA, , ,N,N,N,Y,2,N,35.719999999999999,-121.030000000000000,24, , , , , , ,1,1, ,30762998020000.000000000000000,1233084,3.246328193640000,-93078.286399000004000,-254715.544948000000000
3101,3102,3101,120120606020999990000000.000000000000000,6,2012,4,79,98888,2012,6,19,1300,WS,CA, , ,N,N,N,Y,2,N,35.299999999999997,-120.410000000000000,24, , , , , , ,1,1, ,30763027020000.000000000000000,1227735,90.576352409600005,-37235.098100000003000,-301705.624499999980000
3102,3103,3102,120120606020999990000000.000000000000000,6,2012,4,81,65511,2012,5,2,900,NC,CA, , ,N,N,N,Y,2,N,37.229999999999997,-122.270000000000000,24, , , , , , ,1,1, ,30763040020000.000000000000000,1131087,503.928074159000000,-200601.331899999990000,-84984.553499999995000
3103,3104,3103,120120606020999990000000.000000000000000,6,2012,4,81,70145,2012,5,14,900,NC,CA, , ,N,N,N,Y,2,N,37.399999999999999,-122.239999999999990,24, , , , , , ,1,1, ,30763039020000.000000000000000,1125246,91.510103845700002,-197963.981586000010000,-66095.976949699994000
3104,3105,3104,120120606020999990000000.000000000000000,6,2012,4,81,79511,2012,5,16,900,NC,CA, , ,N,N,N,Y,2,N,37.579999999999998,-122.430000000000010,24, , , , , , ,1,1, ,30763006020000.000000000000000,1129546,125.889149055000000,-214156.096244999990000,-45737.461173999996000
3105,3106,3105,120120606020999990000000.000000000000000,6,2012,4,83,71078,2012,5,25,4500,WS,CA, , ,N,N,N,Y,2,N,34.939999999999998,-119.940000000000000,24, , , , , , ,1,1, ,30763052020000.000000000000000,1088091,599.585170456000010,5519.776900480000200,-342446.025078999980000
3106,3107,3106,120120606020999990000000.000000000000000,6,2012,4,83,75154,2012,5,22,900,WS,CA, , ,N,N,N,Y,3,N,34.799999999999997,-120.370000000000000,24, , , , , , ,1,1, ,30762812020000.000000000000000,1092240,222.074620710999990,-34056.587099999997000,-357302.032899999990000
3107,3108,3107,120120606020999990000000.000000000000000,6,2012,4,83,79475,2012,5,24,2500,WS,CA, , ,N,N,N,Y,3,N,34.960000000000001,-120.080000000000000,24, , , , , , ,1,1, ,30762954020000.000000000000000,1243338,390.115154352999980,-7671.350499999999600,-339748.349099999990000
3108,3109,3108,120120606020999990000000.000000000000000,6,2012,4,85,54215,2012,10,2,2100,CA,CA, , ,N,N,N,Y,4,N,37.329999999999998,-121.520000000000000,24, , , , , , ,1,1, ,30763057020000.000000000000000,1246087,178.338446828000000,-134440.526600000010000,-75050.551300000006000
3109,3110,3109,120120606020999990000000.000000000000000,6,2012,4,85,57080,2012,10,16,1700,CA,CA, , ,N,N,N,Y,2,N,37.149999999999999,-121.489999999999990,24, , , , , , ,1,1, ,30762623020000.000000000000000,1244564,2715.810066680000100,-132869.530999999990000,-97889.199600000007000
3110,3111,3110,120120606020999990000000.000000000000000,6,2012,4,85,79680,2012,10,15,1900,CA,CA, , ,N,N,N,Y,2,N,37.270000000000003,-121.640000000000000,24, , , , , , ,1,1, ,30762627020000.000000000000000,1149105,969.711678194000000,-145893.104599999990000,-82413.046799999996000
3111,3112,3111,120120606020999990000000.000000000000000,6,2012,4,87,61564,2012,5,7,500,NC,CA, , ,N,N,N,Y,1,Y,37.100000000000001,-122.080000000000000,24, , , , , , ,1,1, ,30763064020000.000000000000000,1172868,281.525963991000030,-184814.836600000010000,-100013.914600000000000
3112,3113,3112,120120606020999990000000.000000000000000,6,2012,4,87,64553,2012,10,17,900,NC,CA, , ,N,N,N,Y,1,Y,37.170000000000002,-122.239999999999990,24, , , , , , ,1,1, ,30763065020000.000000000000000,1170492,395.831415063000010,-198370.568696000000000,-92058.516782899998000
3113,3114,3113,120120606020999990000000.000000000000000,6,2012,4,87,72437,2012,10,14,100,NC,CA, , ,N,N,N,Y,3,N,36.969999999999999,-121.739999999999990,24, , , , , , ,1,1, ,30763068020000.000000000000000,1173045,38.661576040900002,-154661.407536999990000,-114926.322148000010000
3114,3115,3114,120120606020999990000000.000000000000000,6,2012,4,87,88216,2012,5,3,1900,NC,CA, , ,N,N,N,Y,2,N,37.100000000000001,-121.920000000000000,24, , , , , , ,1,1, ,30763063020000.000000000000000,1172615,37.395120742200000,-170431.640854000000000,-100136.301382000010000
3115,3116,3115,120120606020999990000000.000000000000000,6,2012,4,87,92819,2012,5,4,100,NC,CA, , ,N,N,N,Y,2,N,37.049999999999997,-122.220000000000000,24, , , , , , ,1,1, ,30763066020000.000000000000000,1178255,306.097549706999980,-197420.866299999990000,-105247.721399999990000
3116,3117,3116,120120606020999990000000.000000000000000,6,2012,2,89,59873,2012,8,6,3300,CA,CA, , ,N,N,N,Y,2,N,41.030000000000001,-121.500000000000000,24, , , , , , ,1,1, ,30763071020000.000000000000000,369002,594.392047381999990,-126051.752800000000000,336400.724700000020000
3117,3118,3117,120120606020999990000000.000000000000000,6,2012,2,89,62974,2012,8,28,4100,CA,CAMIX, , ,N,N,N,Y,1,Y,40.990000000000002,-122.550000000000000,24, , , , , , ,1,1, ,30763098020000.000000000000000,1539137,46.060623753500003,-214710.121030000010000,333298.582295999980000
3118,3119,3118,120120606020999990000000.000000000000000,6,2012,2,89,65047,2012,9,6,3700,CA,CAMIX, , ,N,N,N,Y,2,N,41.090000000000003,-122.390000000000000,24, , , , , , ,1,1, ,30763090020000.000000000000000,1544778,39.144191818600000,-200958.879438000000000,344008.003352000030000
3119,3120,3119,120120606020999990000000.000000000000000,6,2012,2,89,66353,2012,5,24,4300,CA,CAMIX, , ,N,N,N,Y,3,N,40.840000000000003,-121.739999999999990,24, , , , , , ,1,1, ,30762927020000.000000000000000,1408607,49.769468636500001,-146754.211816000000000,315059.393589999990000
3120,3121,3120,120120606020999990000000.000000000000000,6,2012,2,89,70168,2012,4,30,900,CA,CA, , ,N,N,N,Y,3,N,40.710000000000001,-122.220000000000000,24, , , , , , ,1,1, ,30763094020000.000000000000000,1527187,370.902746501000020,-187321.276296000000000,301287.537378999990000
3121,3122,3121,120120606020999990000000.000000000000000,6,2012,2,89,71910,2012,7,19,6500,CA,CA, , ,N,N,N,Y,1,Y,40.539999999999999,-121.400000000000010,24, , , , , , ,1,1, ,30762922020000.000000000000000,1397849,2888.768568890000100,-118438.864400000010000,284193.129200000020000
3122,3123,3122,120120606020999990000000.000000000000000,6,2012,2,89,75406,2012,8,15,2500,CA,CAMIX, , ,N,N,N,Y,1,Y,40.890000000000001,-121.920000000000000,24, , , , , , ,1,1, ,30762926020000.000000000000000,1528395,124.429183687999990,-161945.181699999990000,321026.547700000000000
3123,3124,3123,120120606020999990000000.000000000000000,6,2012,2,89,77531,2012,4,16,2900,CA,CA, , ,N,N,N,Y,4,N,40.719999999999999,-121.910000000000000,24, , , , , , ,1,1, ,30762929020000.000000000000000,2139492,130.325777464000000,-161415.564350000000000,302174.714367999990000
3124,3125,3124,120120606020999990000000.000000000000000,6,2012,2,89,78851,2012,4,18,1500,CA,CA, , ,N,N,N,Y,2,N,40.649999999999999,-122.550000000000000,24, , , , , , ,1,1, ,30763096020000.000000000000000,296522,88.441666012200002,-215749.236800000010000,295607.520599999990000
3125,3126,3125,120120606020999990000000.000000000000000,6,2012,2,89,79965,2012,8,16,4900,CA,CAMIX, , ,N,N,N,Y,2,N,40.670000000000002,-121.730000000000000,24, , , , , , ,1,1, ,30762928020000.000000000000000,1399496,81.358644561600002,-146259.578046999990000,296275.550672999990000
3126,3127,3126,120120606020999990000000.000000000000000,6,2012,2,89,81219,2012,7,3,5700,CA,CAMIX, , ,N,N,N,Y,1,Y,40.590000000000003,-121.590000000000000,24, , , , , , ,1,1, ,30762923020000.000000000000000,1398734,93.131228264399994,-134529.500571999990000,287165.967192000010000
3127,3128,3127,120120606020999990000000.000000000000000,6,2012,2,89,83070,2012,9,24,2900,CA,CA, , ,N,N,N,Y,2,N,40.829999999999998,-122.170000000000000,24, , , , , , ,1,1, ,30762935020000.000000000000000,1548804,836.233249933000020,-183266.774500000000000,315543.980600000010000
3128,3129,3128,120120606020999990000000.000000000000000,6,2012,2,89,83191,2012,7,11,2700,CA,CAMIX, , ,N,N,N,Y,1,Y,41.039999999999999,-121.970000000000000,24, , , , , , ,1,1, ,30762925020000.000000000000000,1544580,80.068066365899995,-165813.161353000000000,337645.739355000030000
3129,3130,3129,120120606020999990000000.000000000000000,6,2012,2,89,83866,2012,4,25,4100,CA,CAMIX, , ,N,N,N,Y,1,Y,40.520000000000003,-121.709999999999990,24, , , , , , ,1,1, ,30762930020000.000000000000000,1399062,105.251204235000000,-145010.200190000000000,279517.728412000000000
3130,3131,3130,120120606020999990000000.000000000000000,6,2012,2,89,84826,2012,4,11,2300,CA,CA, , ,N,N,N,Y,1,Y,40.570000000000000,-121.890000000000000,24, , , , , , ,1,1, ,30762931020000.000000000000000,285458,467.493747590999990,-159718.006499999990000,285026.302700000000000
3131,3132,3131,120120606020999990000000.000000000000000,6,2012,2,89,85345,2012,4,12,500,CA,CA, , ,N,N,N,Y,2,N,40.520000000000003,-122.200000000000000,24, , , , , , ,1,1, ,30763089020000.000000000000000,285736,160.830119123999990,-186263.129527999990000,280343.961746999990000
3132,3133,3132,120120606020999990000000.000000000000000,6,2012,2,89,87520,2012,10,16,3100,CA,CAMIX, , ,N,N,N,Y,1,Y,41.149999999999999,-122.140000000000000,24, , , , , , ,1,1, ,30762932020000.000000000000000,1523511,87.548532467399994,-179773.966489999990000,350263.701463999980000
3133,3134,3133,120120606020999990000000.000000000000000,6,2012,2,89,87786,2012,4,27,900,CA,CA, , ,N,N,N,Y,2,N,40.509999999999998,-122.480000000000000,24, , , , , , ,1,1, ,30762871020000.000000000000000,290433,325.896577713999990,-209923.931500000010000,280063.633600000000000
3134,3135,3134,120120606020999990000000.000000000000000,6,2012,2,89,87834,2012,5,1,3100,CA,CA, , ,N,N,N,Y,2,N,40.840000000000003,-122.550000000000000,24, , , , , , ,1,1, ,30763099020000.000000000000000,1516360,269.132431659000020,-215217.016800000010000,316883.791800000010000
3135,3136,3135,120120606020999990000000.000000000000000,6,2012,2,89,89397,2012,8,6,3300,CA,CAMIX, , ,N,N,N,Y,2,N,41.070000000000000,-121.620000000000000,24, , , , , , ,1,1, ,30762919020000.000000000000000,369359,91.848859230700000,-136318.392086999990000,340393.862932000020000
3136,3137,3136,120120606020999990000000.000000000000000,6,2012,2,89,90133,2012,5,2,3500,CA,CA, , ,N,N,N,Y,1,Y,40.890000000000001,-121.450000000000000,24, , , , , , ,1,1, ,30762920020000.000000000000000,1411078,661.895199944999940,-122900.869000000010000,320324.192300000000000
3137,3138,3137,120120606020999990000000.000000000000000,6,2012,2,89,91384,2012,10,10,3300,CA,CA, , ,N,N,N,Y,1,Y,40.469999999999999,-122.830000000000000,24, , , , , , ,1,1, ,30762873020000.000000000000000,288681,1006.052754290000100,-239020.186099999990000,275874.078600000010000
3138,3139,3138,120120606020999990000000.000000000000000,6,2012,2,89,91612,2012,9,26,3900,CA,CAMIX, , ,N,N,N,Y,2,N,40.600000000000001,-122.690000000000000,24, , , , , , ,1,1, ,30762870020000.000000000000000,291971,601.857602445000000,-228262.214100000010000,290174.581400000020000
3139,3140,3139,120120606020999990000000.000000000000000,6,2012,2,89,93787,2012,4,17,1700,CA,CA, , ,N,N,N,Y,1,Y,40.450000000000003,-122.680000000000010,24, , , , , , ,1,1, ,30762872020000.000000000000000,2109574,508.207455343999980,-227533.270099999990000,273198.583500000010000
3140,3141,3140,120120606020999990000000.000000000000000,6,2012,2,89,94828,2012,10,23,1700,CA,CA, , ,N,N,N,Y,2,N,40.850000000000001,-122.230000000000000,24, , , , , , ,1,1, ,30763092020000.000000000000000,1674253,2388.373008640000100,-189835.695000000010000,318704.815000000000000
3141,3142,3141,120120606020999990000000.000000000000000,6,2012,2,89,97988,2012,7,12,4100,CA,CAMIX, , ,N,N,N,Y,2,N,41.009999999999998,-121.800000000000000,24, , , , , , ,1,1, ,30762924020000.000000000000000,294123,97.384913272500000,-151427.607699999990000,334116.627800000020000
3142,3143,3142,120120606020999990000000.000000000000000,6,2012,2,89,99823,2012,7,31,5900,CA,CA, , ,N,N,N,Y,2,N,40.750000000000000,-121.580000000000000,24, , , , , , ,1,1, ,30762921020000.000000000000000,1408226,1102.802828860000100,-133203.850000000010000,305933.456100000010000
3143,3144,3143,120120606020999990000000.000000000000000,6,2012,2,89,99941,2012,4,9,700,CA,CA, , ,N,N,N,Y,4,N,40.649999999999999,-122.360000000000000,24, , , , , , ,1,1, ,30763095020000.000000000000000,2108994,70.284831754300001,-199551.652718000000000,295105.269092999980000
3144,3145,3144,120120606020999990000000.000000000000000,6,2012,3,91,53615,2012,8,21,6700,WS,CA, , ,N,N,N,Y,2,N,39.640000000000001,-120.640000000000000,24, , , , , , ,1,1, ,30762879020000.000000000000000,254222,916.214484141999950,-54766.310799999999000,179740.746500000010000
3145,3146,3145,120120606020999990000000.000000000000000,6,2012,3,91,54469,2012,7,5,6700,WS,CAMIX, , ,N,N,N,Y,2,N,39.520000000000003,-120.209999999999990,24, , , , , , ,1,1, ,30762876020000.000000000000000,1510539,87.901457123200004,-17972.634399999999000,167202.098999999990000
3146,3147,3146,120120606020999990000000.000000000000000,6,2012,3,91,56290,2012,7,7,6100,WS,CA, , ,N,N,N,Y,1,Y,39.530000000000001,-120.030000000000000,24, , , , , , ,1,1, ,30762874020000.000000000000000,255343,95.814174078700006,-2660.354300000000000,168287.647499999990000
3147,3148,3147,120120606020999990000000.000000000000000,6,2012,3,91,57097,2012,6,6,4100,WS,CA, , ,N,N,N,Y,1,Y,39.450000000000003,-120.970000000000000,24, , , , , , ,1,1, ,30762883020000.000000000000000,254651,5.146820958030000,-83421.060590199995000,159774.141326999990000
3148,3149,3148,120120606020999990000000.000000000000000,6,2012,3,91,60035,2012,8,23,5700,WS,CA, , ,N,N,N,Y,2,N,39.500000000000000,-120.830000000000000,24, , , , , , ,1,1, ,30762881020000.000000000000000,1506535,41.496329872399997,-71331.122799999997000,165176.965999999990000
3149,3150,3149,120120606020999990000000.000000000000000,6,2012,3,91,64155,2012,8,22,5100,WS,CA, , ,N,N,N,Y,1,Y,39.640000000000001,-120.849999999999990,24, , , , , , ,1,1, ,30762880020000.000000000000000,252843,1004.774426080000000,-73838.514599999995000,181168.606800000010000
3150,3151,3150,120120606020999990000000.000000000000000,6,2012,3,91,64692,2012,8,27,4500,WS,CAMIX, , ,N,N,N,Y,2,N,39.600000000000001,-120.959999999999990,24, , , , , , ,1,1, ,30762884020000.000000000000000,254250,480.714689680999980,-82259.082599999994000,175971.938800000000000
3151,3152,3151,120120606020999990000000.000000000000000,6,2012,3,91,70607,2012,7,6,5100,WS,CAMIX, , ,N,N,N,Y,1,Y,39.689999999999998,-120.520000000000000,24, , , , , , ,1,1, ,30762878020000.000000000000000,255115,24.602183265800001,-44564.567900000002000,186163.528900000000000
3152,3153,3152,120120606020999990000000.000000000000000,6,2012,3,91,79629,2012,7,11,5300,WS,CA, , ,N,N,N,Y,3,N,39.640000000000001,-120.360000000000000,24, , , , , , ,1,1, ,30762875020000.000000000000000,2110111,524.267483455000050,-31382.687688900001000,180375.455102999990000
3153,3154,3153,120120606020999990000000.000000000000000,6,2012,3,91,85651,2012,8,20,4900,WS,CAMIX, , ,N,N,N,Y,1,Y,39.500000000000000,-120.900000000000010,24, , , , , , ,1,1, ,30762882020000.000000000000000,254528,14.678103047900001,-77357.342858999997000,165280.094365000000000
3154,3155,3154,120120606020999990000000.000000000000000,6,2012,3,91,88932,2012,7,11,6500,WS,CA, , ,N,N,N,Y,1,Y,39.490000000000002,-120.319999999999990,24, , , , , , ,1,1, ,30762877020000.000000000000000,1509781,59.032962198400000,-27465.739716500000000,163886.061572000010000
3155,3156,3155,120120606020999990000000.000000000000000,6,2012,2,93,50003,2012,5,11,2500,NC,CAMIX, , ,N,N,N,Y,2,N,41.680000000000000,-123.470000000000000,24, , , , , , ,1,1, ,30762631020000.000000000000000,1686142,97.001287638600004,-289295.071021999990000,412338.156069000020000
3156,3157,3156,120120606020999990000000.000000000000000,6,2012,2,93,52909,2012,4,10,3500,SO,CA, , ,N,N,N,Y,2,N,41.180000000000000,-121.510000000000010,24, , , , , , ,1,1, ,30762886020000.000000000000000,1529167,245.508151322000000,-127037.067899999990000,352496.035900000020000
3157,3158,3157,120120606020999990000000.000000000000000,6,2012,2,93,53254,2012,4,9,3100,CA,CAMIX, , ,N,N,N,Y,2,N,41.189999999999998,-122.300000000000000,24, , , , , , ,1,1, ,30763125020000.000000000000000,309514,35.115339354100001,-193120.340628000010000,354914.372435999980000
3158,3159,3158,120120606020999990000000.000000000000000,6,2012,2,93,53417,2012,7,12,7100,CA,CA, , ,N,N,N,Y,2,N,41.299999999999997,-122.930000000000010,24, , , , , , ,1,1, ,30763143020000.000000000000000,1571137,1952.414231470000000,-244025.927000000000000,369762.297299999980000
3159,3160,3159,120120606020999990000000.000000000000000,6,2012,2,93,53424,2012,10,29,6300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.259999999999998,-122.800000000000000,24, , , , , , ,1,1, ,30763137020000.000000000000000,311865,276.816401844999970,-235024.979599999990000,363632.391599999970000
3160,3161,3160,120120606020999990000000.000000000000000,6,2012,2,93,53897,2012,4,27,5500,SO,CA, , ,N,N,N,Y,1,Y,41.670000000000002,-121.560000000000000,24, , , , , , ,1,1, ,30762885020000.000000000000000,370804,112.293627499000000,-130054.326315000000000,407012.802032999990000
3161,3162,3161,120120606020999990000000.000000000000000,6,2012,2,93,54261,2012,8,16,5100,CA,CAMIX, , ,N,N,N,Y,1,Y,41.430000000000000,-123.000000000000000,24, , , , , , ,1,1, ,30763135020000.000000000000000,1598806,2728.000617459999800,-249957.088800000000000,380665.104700000030000
3162,3163,3162,120120606020999990000000.000000000000000,6,2012,2,93,55060,2012,5,7,5500,CA,CA, , ,N,N,N,Y,3,N,41.740000000000002,-122.849999999999990,24, , , , , , ,1,1, ,30763130020000.000000000000000,1600084,69.956919579900003,-237347.908399999990000,417152.629200000020000
3163,3164,3163,120120606020999990000000.000000000000000,6,2012,2,93,55198,2012,9,13,7100,CA,CAMIX, , ,N,N,N,Y,1,Y,41.289999999999999,-122.480000000000000,24, , , , , , ,1,1, ,30763124020000.000000000000000,1541732,717.266640197000020,-207950.883020000010000,365687.256734000000000
3164,3165,3164,120120606020999990000000.000000000000000,6,2012,2,93,55836,2012,8,31,2300,NC,CAMIX, , ,N,N,N,Y,1,Y,41.340000000000003,-123.450000000000000,24, , , , , , ,1,1, ,30762817020000.000000000000000,1571417,89.886823906700002,-288912.535251999970000,374448.281071999980000
3165,3166,3165,120120606020999990000000.000000000000000,6,2012,2,93,58029,2012,9,26,6100,SO,CA, , ,N,N,N,Y,1,Y,41.530000000000001,-121.569999999999990,24, , , , , , ,1,1, ,30762890020000.000000000000000,1514659,168.849600323000000,-131085.375100000000000,391531.289999999980000
3166,3167,3166,120120606020999990000000.000000000000000,6,2012,2,93,58651,2012,4,26,4900,SO,CA, , ,N,N,N,Y,1,Y,41.700000000000003,-121.730000000000000,24, , , , , , ,1,1, ,30762889020000.000000000000000,1576363,371.796436880999980,-144091.130234999990000,410128.581981999970000
3167,3168,3167,120120606020999990000000.000000000000000,6,2012,2,93,59756,2012,9,27,5300,SO,CAMIX, , ,N,N,N,Y,1,Y,41.340000000000003,-121.819999999999990,24, , , , , , ,1,1, ,30763108020000.000000000000000,1555580,332.872994260999970,-152152.018065000010000,370628.051337999990000
3168,3169,3168,120120606020999990000000.000000000000000,6,2012,2,93,59959,2012,6,27,4700,CA,CAMIX, , ,N,N,N,Y,1,Y,41.939999999999998,-122.739999999999990,24, , , , , , ,1,1, ,30763126020000.000000000000000,1606071,88.798397709100001,-227655.291600000000000,438987.891799999980000
3169,3170,3169,120120606020999990000000.000000000000000,6,2012,2,93,60343,2012,5,9,3300,NC,CAMIX, , ,N,N,N,Y,1,Y,41.840000000000003,-123.540000000000010,24, , , , , , ,1,1, ,30762629020000.000000000000000,1601076,464.272761316000010,-294839.223419999990000,429923.829473000020000
3170,3171,3170,120120606020999990000000.000000000000000,6,2012,2,93,62225,2012,8,6,4700,SO,CA, , ,N,N,N,Y,2,N,41.640000000000001,-121.860000000000000,24, , , , , , ,1,1, ,30763103020000.000000000000000,300683,107.691822847000000,-155119.764399999990000,404124.747800000010000
3171,3172,3171,120120606020999990000000.000000000000000,6,2012,2,93,66141,2012,4,25,4300,SO,CA, , ,N,N,N,Y,1,Y,41.829999999999998,-122.080000000000000,24, , , , , , ,1,1, ,30763100020000.000000000000000,305145,218.757796608000010,-173237.443499999990000,425344.826899999990000
3172,3173,3172,120120606020999990000000.000000000000000,6,2012,2,93,66917,2012,5,8,1500,NC,CAMIX, , ,N,N,N,Y,3,N,41.729999999999997,-123.340000000000000,24, , , , , , ,1,1, ,30762630020000.000000000000000,1577982,364.427578836000010,-278613.990600000020000,417471.912200000020000
3173,3174,3173,120120606020999990000000.000000000000000,6,2012,2,93,67632,2012,9,28,5300,SO,CA, , ,N,N,N,Y,1,Y,41.310000000000002,-122.150000000000010,24, , , , , , ,1,1, ,30763115020000.000000000000000,297267,449.855392214000010,-180612.376500000010000,368117.206400000020000
3174,3175,3174,120120606020999990000000.000000000000000,6,2012,2,93,68608,2012,7,6,3900,SO,CA, , ,N,N,N,Y,1,Y,41.240000000000002,-121.670000000000000,24, , , , , , ,1,1, ,30763009020000.000000000000000,1523268,419.687398955999980,-139748.389411999990000,359586.158367000000000
3175,3176,3175,120120606020999990000000.000000000000000,6,2012,2,93,69812,2012,8,2,4300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.200000000000003,-123.390000000000000,24, , , , , , ,1,1, ,30762819020000.000000000000000,1602515,1991.940081259999900,-282735.157599999980000,357907.409600000010000
3176,3177,3176,120120606020999990000000.000000000000000,6,2012,2,93,70926,2012,5,24,5100,SO,CAMIX, , ,N,N,N,Y,3,N,41.640000000000001,-122.200000000000000,24, , , , , , ,1,1, ,30763113020000.000000000000000,304414,15.328565365099999,-183547.243533000000000,404651.432022000020000
3177,3178,3177,120120606020999990000000.000000000000000,6,2012,2,93,71363,2012,8,4,4100,CA,CAMIX, , ,N,N,N,Y,1,Y,41.210000000000001,-123.069999999999990,24, , , , , , ,1,1, ,30763145020000.000000000000000,307153,385.658362335999980,-258019.787400000000000,358912.123800000000000
3178,3179,3178,120120606020999990000000.000000000000000,6,2012,2,93,71392,2012,5,12,5500,CA,CAMIX, , ,N,N,N,Y,2,N,41.930000000000000,-123.050000000000000,24, , , , , , ,1,1, ,30763128020000.000000000000000,1581934,14.889093191800001,-253384.517483000000000,438732.790689999990000
3179,3180,3179,120120606020999990000000.000000000000000,6,2012,2,93,72238,2012,6,20,3100,NC,CA, , ,N,N,N,Y,2,N,41.530000000000001,-123.470000000000000,24, , , , , , ,1,1, ,30762815020000.000000000000000,305336,148.394105677000000,-289919.534999999970000,395468.989599999970000
3180,3181,3180,120120606020999990000000.000000000000000,6,2012,2,93,73106,2012,10,24,5300,SO,CAMIX, , ,N,N,N,Y,3,N,41.490000000000002,-121.819999999999990,24, , , , , , ,1,1, ,30763105020000.000000000000000,304753,517.734692243000040,-152157.748682000000000,387850.827452000000000
3181,3182,3181,120120606020999990000000.000000000000000,6,2012,2,93,73251,2012,9,11,5700,CA,CAMIX, , ,N,N,N,Y,1,Y,41.710000000000001,-123.190000000000000,24, , , , , , ,1,1, ,30763140020000.000000000000000,1577934,5.247046497230000,-265843.116607000000000,414751.544154000000000
3182,3183,3182,120120606020999990000000.000000000000000,6,2012,2,93,74068,2012,5,27,3300,CA,CA, , ,N,N,N,Y,2,N,41.619999999999997,-122.709999999999990,24, , , , , , ,1,1, ,30763121020000.000000000000000,299772,217.108432673000010,-226233.489100000010000,403330.198399999990000
3183,3184,3183,120120606020999990000000.000000000000000,6,2012,2,93,74597,2012,4,28,2900,CA,CAMIX, , ,N,N,N,Y,1,Y,41.789999999999999,-122.680000000000010,24, , , , , , ,1,1, ,30763129020000.000000000000000,1579264,232.098795064999990,-223109.665000000010000,422067.145200000030000
3184,3185,3184,120120606020999990000000.000000000000000,6,2012,2,93,74619,2012,9,17,5900,CA,CA, , ,N,N,N,Y,2,N,41.289999999999999,-122.650000000000010,24, , , , , , ,1,1, ,30763136020000.000000000000000,1597935,486.696567252000020,-221677.108005999990000,366694.292705000030000
3185,3186,3185,120120606020999990000000.000000000000000,6,2012,2,93,77299,2012,6,26,5300,CA,CA, , ,N,N,N,Y,2,N,41.479999999999997,-122.650000000000010,24, , , , , , ,1,1, ,30763132020000.000000000000000,1584967,270.965461267000020,-221741.064826999990000,388066.312103000000000
3186,3187,3186,120120606020999990000000.000000000000000,6,2012,2,93,78651,2012,5,10,3500,NC,CAMIX, , ,N,N,N,Y,1,Y,41.890000000000001,-123.349999999999990,24, , , , , , ,1,1, ,30762628020000.000000000000000,1582094,36.094462596600003,-278427.932222999980000,435152.829793000010000
3187,3188,3187,120120606020999990000000.000000000000000,6,2012,2,93,79596,2012,5,30,4100,CA,CAMIX, , ,N,N,N,Y,1,Y,41.759999999999998,-123.069999999999990,24, , , , , , ,1,1, ,30763139020000.000000000000000,303971,1261.984542490000000,-256123.673700000010000,418783.077999999980000
3188,3189,3188,120120606020999990000000.000000000000000,6,2012,2,93,80148,2012,8,29,5700,NC,CA, , ,N,N,N,Y,2,N,41.600000000000001,-123.330000000000000,24, , , , , , ,1,1, ,30762632020000.000000000000000,1600265,3739.443210420000000,-279309.670800000020000,406431.849200000000000
3189,3190,3189,120120606020999990000000.000000000000000,6,2012,2,93,83083,2012,4,29,2500,CA,CAMIX, , ,N,N,N,Y,1,Y,41.740000000000002,-123.010000000000010,24, , , , , , ,1,1, ,30763138020000.000000000000000,1577739,163.746494863000010,-250581.340700000000000,417541.089400000000000
3190,3191,3190,120120606020999990000000.000000000000000,6,2012,2,93,84998,2012,5,26,2700,SO,CA, , ,N,N,N,Y,3,N,41.670000000000002,-122.380000000000000,24, , , , , , ,1,1, ,30763119020000.000000000000000,298396,512.982830100999990,-197968.004900000000000,408448.646899999990000
3191,3192,3191,120120606020999990000000.000000000000000,6,2012,2,93,85761,2012,6,23,2900,NC,CA, , ,N,N,N,Y,1,Y,41.390000000000001,-123.590000000000000,24, , , , , , ,1,1, ,30762821020000.000000000000000,1574269,179.722136285999990,-300332.846017999980000,380413.459921000000000
3192,3193,3192,120120606020999990000000.000000000000000,6,2012,2,93,86098,2012,7,11,5300,CA,CA, , ,N,N,N,Y,1,Y,41.180000000000000,-121.830000000000000,24, , , , , , ,1,1, ,30763109020000.000000000000000,288650,167.873614352999990,-153645.786800000000000,352793.386899999980000
