FID,OBJECTID,FID_,biosum_plo,statecd,invyr,unitcd,countycd,plot,measyear,measmon,measday,elev,fvs_varian,half_state,subplot_co,gis_yard_d,gis_protec,gis_roadle,all_cond_n,plot_acces,num_cond,one_cond_y,lat,lon,macro_brea,merch_haul,merch_ha_1,merch_ha_2,chip_haul_,chip_hau_1,chip_hau_2,biosum_sta,gis_status,idb_plot_i,cn,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
94,95,94,120070605070000010000000.000000000000000,6,2007,1,15,92048,2007,7,10,2300,NC,CA, , ,N,N,N,Y,3,N,41.729999999999997,-123.860000000000000,24, , , , , , ,1,1, ,22953664010500.000000000000000,269199,415.945788452999980,-321826.495700000030000,419355.902500000030000
95,96,95,120070605070000010000000.000000000000000,6,2007,1,15,98169,2007,7,11,4300,NC,CAMIX, , ,N,N,N,Y,1,Y,41.579999999999998,-123.790000000000010,24, , , , , , ,1,1, ,22953652010500.000000000000000,268224,439.216508444000000,-316631.168949000010000,401810.990807999970000
96,97,96,120070605070000010000000.000000000000000,6,2007,3,17,50453,2007,6,27,6100,WS,CA, , ,N,N,N,Y,2,N,38.789999999999999,-120.130000000000000,24, , , , , , ,1,1, ,22953303010500.000000000000000,166695,1152.576329020000000,-12001.059100000000000,85106.483200000002000
97,98,97,120070605070000010000000.000000000000000,6,2007,3,17,54692,2007,7,5,5900,WS,CA, , ,N,N,N,Y,2,N,38.930000000000000,-120.430000000000010,24, , , , , , ,1,1, ,22953318010500.000000000000000,176794,76.578968329899993,-37276.710700399999000,101575.818661000000000
98,99,98,120070605070000010000000.000000000000000,6,2007,3,17,55516,2007,10,23,4500,WS,CAMIX, , ,N,N,N,Y,1,Y,38.549999999999997,-120.420000000000000,24, , , , , , ,1,1, ,22953069010500.000000000000000,170462,221.228794220000000,-36566.303300000000000,59180.556700000001000
99,100,99,120070605070000010000000.000000000000000,6,2007,3,17,57993,2007,6,28,6300,WS,CAMIX, , ,N,N,N,Y,1,Y,38.899999999999999,-120.300000000000000,24, , , , , , ,1,1, ,22953319010500.000000000000000,166599,1629.837127300000000,-26499.968900000000000,96716.948799999998000
100,101,100,120070605070000010000000.000000000000000,6,2007,3,17,61249,2007,5,8,1900,CA,CAMIX, , ,N,N,N,Y,1,Y,38.890000000000001,-120.880000000000000,24, , , , , , ,1,1, ,22953309010500.000000000000000,168603,106.922831982000010,-76245.468599999993000,97573.656700000007000
101,102,101,120070605070000010000000.000000000000000,6,2007,3,17,62058,2007,6,26,6900,WS,CA, , ,N,N,N,Y,1,Y,38.600000000000001,-120.239999999999990,24, , , , , , ,1,1, ,22953266010500.000000000000000,1649459,6.463422392860000,-20873.138738700000000,64901.744676499999000
102,103,102,120070605070000010000000.000000000000000,6,2007,3,17,67992,2007,5,29,3900,WS,CAMIX, , ,N,N,N,Y,1,Y,38.729999999999997,-120.569999999999990,24, , , , , , ,1,1, ,22953279010500.000000000000000,170431,23.463090101500001,-49484.481046699999000,79495.645605300000000
103,104,103,120070605070000010000000.000000000000000,6,2007,3,17,68162,2007,9,6,1300,CA,CA, , ,N,N,N,Y,1,Y,38.719999999999999,-120.880000000000000,24, , , , , , ,1,1, ,22953278010500.000000000000000,2000287,44.042557451900002,-76436.950335700007000,78615.672875899996000
104,105,104,120070605070000010000000.000000000000000,6,2007,3,17,68273,2007,9,5,700,CA,CA, , ,N,N,N,Y,2,N,38.590000000000003,-121.000000000000000,24, , , , , , ,1,1, ,22952988010500.000000000000000,167626,154.482273765999990,-87007.762467599998000,64380.403175799998000
105,106,105,120070605070000010000000.000000000000000,6,2007,3,17,71824,2007,7,3,4300,WS,CA, , ,N,N,N,Y,1,Y,38.899999999999999,-120.610000000000000,24, , , , , , ,1,1, ,22953315010500.000000000000000,1639698,27.334824247600000,-52824.958713400003000,98389.230959699998000
106,107,106,120070605070000010000000.000000000000000,6,2007,3,17,72729,2007,6,29,5300,WS,CAMIX, , ,N,N,N,Y,2,N,38.750000000000000,-120.290000000000010,24, , , , , , ,1,1, ,22953298010500.000000000000000,1690748,6.058351641220000,-25175.211916900000000,81596.225682799995000
107,108,107,120070605070000010000000.000000000000000,6,2007,3,17,81231,2007,9,7,3500,WS,CAMIX, , ,N,N,N,Y,3,N,38.570000000000000,-120.550000000000000,24, , , , , , ,1,1, ,22953245010500.000000000000000,1650032,45.644370346000002,-47911.422191700003000,61687.743531200002000
108,109,108,120070605070000010000000.000000000000000,6,2007,3,17,82091,2007,7,6,7500,WS,CAMIX, , ,N,N,N,Y,1,Y,38.990000000000002,-120.150000000000010,24, , , , , , ,1,1, ,22953323010500.000000000000000,1636440,3053.911219430000100,-10656.375800000000000,110219.255099999990000
109,110,109,120070605070000010000000.000000000000000,6,2007,3,17,83454,2007,5,24,2100,WS,CA, , ,N,N,N,Y,1,Y,38.759999999999998,-120.739999999999990,24, , , , , , ,1,1, ,22953281010500.000000000000000,170387,17.306968640099999,-64225.625727999999000,82927.779091300006000
110,111,110,120070605070000010000000.000000000000000,6,2007,3,17,85417,2007,6,25,4700,WS,CA, , ,N,N,N,Y,1,Y,38.600000000000001,-120.430000000000010,24, , , , , , ,1,1, ,22953269010500.000000000000000,1649497,262.591924138000020,-37261.082699999999000,64745.535000000003000
111,112,111,120070605070000010000000.000000000000000,6,2007,3,17,96427,2007,9,11,3100,WS,CAMIX, , ,N,N,N,Y,1,Y,38.909999999999997,-120.739999999999990,24, , , , , , ,1,1, ,22953317010500.000000000000000,1639318,94.957840697799995,-64027.551200000002000,99533.384200000000000
112,113,112,120070605070000010000000.000000000000000,6,2007,5,19,51604,2007,5,9,5900,WS,CA, , ,N,N,N,Y,2,N,36.740000000000002,-118.900000000000010,24, , , , , , ,1,1, ,22953096010500.000000000000000,1987079,255.817987401000010,98045.047600000005000,-141060.569500000010000
113,114,113,120070605070000010000000.000000000000000,6,2007,5,19,55965,2007,7,17,9300,WS,CA, , ,N,N,N,Y,1,Y,37.210000000000001,-118.950000000000000,24, , , , , , ,1,1, ,22953143010500.000000000000000,430776,7088.255347809999900,91589.991200000004000,-82188.691699999996000
114,115,114,120070605070000010000000.000000000000000,6,2007,5,19,58360,2007,5,16,4100,WS,CA, , ,N,N,N,Y,2,N,37.030000000000001,-119.220000000000000,24, , , , , , ,1,1, ,22953126010500.000000000000000,1937975,95.337147185000006,69204.897299999997000,-109404.154500000000000
115,116,115,120070605070000010000000.000000000000000,6,2007,5,19,60198,2007,5,7,1100,CA,CA, , ,N,N,N,Y,2,N,36.890000000000001,-119.209999999999990,24, , , , , , ,1,1, ,22953105010500.000000000000000,2004425,144.858615181999990,70380.967391099999000,-124790.648732999990000
116,117,116,120070605070000010000000.000000000000000,6,2007,5,19,61128,2007,8,15,8900,WS,CA, , ,N,N,N,Y,1,Y,37.079999999999998,-119.099999999999990,24, , , , , , ,1,1, ,22953129010500.000000000000000,1937028,680.433276243000020,79701.758700000006000,-104362.342600000000000
117,118,117,120070605070000010000000.000000000000000,6,2007,5,19,62330,2007,8,7,1700,CA,CA, , ,N,N,N,Y,1,Y,37.030000000000001,-119.520000000000000,24, , , , , , ,1,1, ,22953117010500.000000000000000,1986685,18.110773537600000,42623.653375000002000,-109533.929145000000000
118,119,118,120070605070000010000000.000000000000000,6,2007,5,19,62418,2007,7,11,9500,WS,CA, , ,N,N,N,Y,1,Y,37.380000000000003,-118.920000000000000,24, , , , , , ,1,1, ,22953155010500.000000000000000,1985627,5513.164390070000100,90134.698999999993000,-71479.497799999997000
119,120,119,120070605070000010000000.000000000000000,6,2007,5,19,62914,2007,11,20,1300,CA,CA, , ,N,N,N,Y,3,N,36.670000000000002,-119.160000000000000,24, , , , , , ,1,1, ,22953091010500.000000000000000,420928,130.092023700999990,74850.759699999995000,-149367.153900000000000
120,121,120,120070605070000010000000.000000000000000,6,2007,5,19,63724,2007,9,11,7500,WS,CAMIX, , ,N,N,N,Y,1,Y,36.750000000000000,-118.590000000000000,24, , , , , , ,1,1, ,22953099010500.000000000000000,1322179,4672.119568160000200,122685.300900000000000,-136279.279799999990000
121,122,121,120070605070000010000000.000000000000000,6,2007,5,19,66586,2007,8,9,8300,WS,CA, , ,N,N,N,Y,1,Y,36.930000000000000,-118.780000000000000,24, , , , , , ,1,1, ,22953112010500.000000000000000,1987179,12550.974808200001000,104247.914099999990000,-131866.735799999990000
122,123,122,120070605070000010000000.000000000000000,6,2007,5,19,67579,2007,7,12,7700,WS,CA, , ,N,N,N,Y,1,Y,36.759999999999998,-118.739999999999990,24, , , , , , ,1,1, ,22953098010500.000000000000000,1989290,1989.387233940000000,110805.467399999990000,-140192.400900000010000
123,124,123,120070605070000010000000.000000000000000,6,2007,5,19,69001,2007,10,1,1300,CA,CA, , ,N,N,N,Y,2,N,36.689999999999998,-119.209999999999990,24, , , , , , ,1,1, ,22953094010500.000000000000000,428361,235.909981305999990,70319.058199999999000,-147303.131400000010000
124,125,124,120070605070000010000000.000000000000000,6,2007,5,19,69099,2007,5,30,8300,WS,CA, , ,N,N,N,Y,1,Y,37.229999999999997,-119.110000000000000,24, , , , , , ,1,1, ,22953144010500.000000000000000,1934964,2087.081265760000000,77402.695699999997000,-85545.900699999998000
125,126,125,120070605070000010000000.000000000000000,6,2007,5,19,82988,2007,8,3,10700,WS,CA, , ,N,N,N,Y,3,N,36.799999999999997,-118.480000000000000,24, , , , , , ,1,1, ,22953102010500.000000000000000,1322174,9176.189188250000400,126280.917800000000000,-134781.120400000010000
126,127,126,120070605070000010000000.000000000000000,6,2007,5,19,83844,2007,9,13,11100,WS,CA, , ,N,N,N,Y,1,Y,36.890000000000001,-118.599999999999990,24, , , , , , ,1,1, ,22953108010500.000000000000000,1322174,10523.872796700000000,126156.134999999990000,-134696.613799999990000
127,128,127,120070605070000010000000.000000000000000,6,2007,5,19,86025,2007,6,5,7700,WS,CAMIX, , ,N,N,N,Y,1,Y,37.149999999999999,-119.209999999999990,24, , , , , , ,1,1, ,22953136010500.000000000000000,1936139,247.235894470999990,69953.326750199994000,-96236.140213399995000
128,129,128,120070605070000010000000.000000000000000,6,2007,5,19,87920,2007,5,24,7900,WS,CA, , ,N,N,N,Y,1,Y,37.180000000000000,-119.220000000000000,24, , , , , , ,1,1, ,22953140010500.000000000000000,1935852,106.546401833999990,69255.872781400001000,-92719.654277599999000
129,130,129,120070605070000010000000.000000000000000,6,2007,5,19,92696,2007,8,26,9300,WS,CA, , ,N,N,N,Y,1,Y,36.939999999999998,-118.489999999999990,24, , , , , , ,1,1, ,22953113010500.000000000000000,963892,11988.272757600000000,146271.156699999990000,-118043.455800000000000
130,131,130,120070605070000010000000.000000000000000,6,2007,5,19,92739,2007,5,8,5300,WS,CA, , ,N,N,N,Y,1,Y,36.740000000000002,-119.030000000000000,24, , , , , , ,1,1, ,22953097010500.000000000000000,2000888,152.999097277000000,86505.176756700006000,-141285.989481000000000
131,132,131,120070605070000010000000.000000000000000,6,2007,5,19,93634,2007,7,10,7300,WS,CA, , ,N,N,N,Y,1,Y,37.409999999999997,-119.090000000000000,24, , , , , , ,1,1, ,22953157010500.000000000000000,1933377,6475.025618530000400,74496.766799999998000,-69606.037299999996000
132,133,132,120070605070000010000000.000000000000000,6,2007,5,19,96271,2007,9,5,10500,WS,CA, , ,N,N,N,Y,2,N,37.090000000000003,-118.800000000000000,24, , , , , , ,1,1, ,22953132010500.000000000000000,1989084,14629.377838000000000,91935.294800000003000,-103507.282700000000000
133,134,133,120070605070000010000000.000000000000000,6,2007,5,19,98535,2007,10,4,3700,WS,CA, , ,N,N,N,Y,2,N,37.070000000000000,-119.380000000000000,24, , , , , , ,1,1, ,22953125010500.000000000000000,415716,36.421950420800002,55081.912100000001000,-105035.910800000000000
134,135,134,120070605070000010000000.000000000000000,6,2007,5,19,99095,2007,8,21,10700,WS,CA, , ,N,N,N,Y,2,N,37.430000000000000,-118.800000000000000,24, , , , , , ,1,1, ,22953161010500.000000000000000,2008830,4234.571413450000400,110261.270600000000000,-64804.817900000002000
135,136,135,120070605070000010000000.000000000000000,6,2007,5,19,99984,2007,6,1,5900,WS,CAMIX, , ,N,N,N,Y,1,Y,37.359999999999999,-119.230000000000000,24, , , , , , ,1,1, ,22953059010500.000000000000000,1933643,65.119453252300005,68084.110799999995000,-72626.942100000000000
136,137,136,120070605070000010000000.000000000000000,6,2007,3,21,50477,2007,9,17,1100,CA,CA, , ,N,N,N,Y,2,N,39.420000000000002,-122.489999999999990,24, , , , , , ,1,1, ,22953072010500.000000000000000,58177,238.437228855999990,-213977.607099999990000,158920.108700000010000
137,138,137,120070605070000010000000.000000000000000,6,2007,3,21,54093,2007,9,18,700,CA,CA, , ,N,N,N,Y,2,N,39.770000000000003,-122.410000000000000,24, , , , , , ,1,1, ,22953382010500.000000000000000,58824,157.470578265999990,-206314.468599999990000,197685.838300000000000
138,139,138,120070605070000010000000.000000000000000,6,2007,3,21,58336,2007,9,25,5700,CA,CA, , ,N,N,N,Y,1,Y,39.409999999999997,-122.690000000000000,24, , , , , , ,1,1, ,22953071010500.000000000000000,1371691,1015.032626920000000,-230438.791399999990000,157969.038299999990000
139,140,139,120070605070000010000000.000000000000000,6,2007,3,21,92813,2007,10,3,3500,CA,CA, , ,N,N,N,Y,2,N,39.759999999999998,-122.700000000000000,24, , , , , , ,1,1, ,22953376010500.000000000000000,1352195,357.119065695000020,-230880.307299999990000,196897.306500000010000
140,141,140,120070605070000010000000.000000000000000,6,2007,3,21,99523,2007,5,22,3500,CA,CA, , ,N,N,N,Y,2,N,39.560000000000002,-122.680000000000010,24, , , , , , ,1,1, ,22953249010500.000000000000000,54949,135.559413960000000,-230029.225299999990000,174709.219199999990000
141,142,141,120070605070000010000000.000000000000000,6,2007,1,23,50172,2007,7,6,1100,NC,CA, , ,N,N,N,Y,1,Y,40.500000000000000,-124.150000000000010,24, , , , , , ,1,1, ,22953582010500.000000000000000,273491,337.929332902999990,-352011.819599999990000,283690.355600000010000
142,143,142,120070605070000010000000.000000000000000,6,2007,1,23,53302,2007,7,12,1700,NC,CA, , ,N,N,N,Y,1,Y,40.250000000000000,-123.900000000000010,24, , , , , , ,1,1, ,22953451010500.000000000000000,60177,239.246451959000010,-331812.655398999980000,254881.406996000010000
143,144,143,120070605070000010000000.000000000000000,6,2007,1,23,54467,2007,8,7,2500,NC,CA, , ,N,N,N,Y,1,Y,41.100000000000001,-123.840000000000000,24, , , , , , ,1,1, ,22953568010500.000000000000000,1426612,1.254217326660000,-322720.907106000000000,349136.317533000020000
144,145,144,120070605070000010000000.000000000000000,6,2007,1,23,54639,2007,8,8,1300,NC,CA, , ,N,N,N,Y,1,Y,41.270000000000003,-123.920000000000000,24, , , , , , ,1,1, ,22953594010500.000000000000000,282063,39.551453425100000,-328678.149500000000000,368224.011600000030000
145,146,145,120070605070000010000000.000000000000000,6,2007,1,23,55008,2007,6,25,100,NC,CA, , ,N,N,N,Y,2,N,40.759999999999998,-124.140000000000000,24, , , , , , ,1,1, ,22953535010500.000000000000000,277118,83.411668022000001,-349489.524616000010000,312462.074861000000000
146,147,146,120070605070000010000000.000000000000000,6,2007,1,23,55196,2007,8,7,1300,NC,CA, , ,N,N,N,Y,1,Y,40.079999999999998,-123.890000000000000,24, , , , , , ,1,1, ,22953443010500.000000000000000,59077,449.546426795000000,-331968.111299999990000,235944.396899999990000
147,148,147,120070605070000010000000.000000000000000,6,2007,1,23,56182,2007,6,15,1900,NC,CA, , ,N,N,N,Y,1,Y,40.930000000000000,-123.860000000000000,24, , , , , , ,1,1, ,22953550010500.000000000000000,1668991,6.665481763150000,-325168.538553000020000,330358.277890999980000
148,149,148,120070605070000010000000.000000000000000,6,2007,1,23,56467,2007,10,31,3500,NC,CA, , ,N,N,N,Y,1,Y,40.789999999999999,-123.800000000000000,24, , , , , , ,1,1, ,22953481010500.000000000000000,273666,154.752112519000010,-320590.204199999980000,314653.547700000000000
149,150,149,120070605070000010000000.000000000000000,6,2007,1,23,59487,2007,8,9,1300,NC,CA, , ,N,N,N,Y,1,Y,40.109999999999999,-124.010000000000010,24, , , , , , ,1,1, ,22953287010500.000000000000000,2138912,801.145106351999970,-341012.995925000000000,240391.198314000010000
150,151,150,120070605070000010000000.000000000000000,6,2007,1,23,59864,2007,10,2,1500,NC,CA, , ,N,N,N,Y,1,Y,41.289999999999999,-123.590000000000000,24, , , , , , ,1,1, ,22953595010500.000000000000000,1598190,138.008028767000010,-301027.900199999970000,369291.199599999990000
151,152,151,120070605070000010000000.000000000000000,6,2007,1,23,62691,2007,9,10,1700,NC,CA, , ,N,N,N,Y,2,N,40.740000000000002,-123.980000000000000,24, , , , , , ,1,1, ,22953528010500.000000000000000,280367,180.644434069000000,-336265.054899999990000,309842.128800000010000
152,153,152,120070605070000010000000.000000000000000,6,2007,1,23,66437,2007,8,1,1100,NC,CA, , ,N,N,N,Y,1,Y,41.039999999999999,-124.050000000000000,24, , , , , , ,1,1, ,22953563010500.000000000000000,281607,268.029763369000020,-340911.187900000020000,343186.786900000010000
153,154,153,120070605070000010000000.000000000000000,6,2007,1,23,67276,2007,9,18,900,NC,CA, , ,N,N,N,Y,2,N,40.570000000000000,-123.950000000000000,24, , , , , , ,1,1, ,22953502010500.000000000000000,278345,139.026126194000000,-334347.954099999970000,290608.532000000010000
154,155,154,120070605070000010000000.000000000000000,6,2007,1,23,68115,2007,6,20,3900,NC,CAMIX, , ,N,N,N,Y,1,Y,41.390000000000001,-123.790000000000010,24, , , , , , ,1,1, ,22953617010500.000000000000000,1425675,1517.356962829999900,-317861.905000000030000,379738.116600000010000
155,156,155,120070605070000010000000.000000000000000,6,2007,1,23,69854,2007,9,19,500,NC,CA, , ,N,N,N,Y,1,Y,40.680000000000000,-124.060000000000000,24, , , , , , ,1,1, ,22953519010500.000000000000000,280890,259.977852117999990,-343333.916099999970000,303107.033899999980000
156,157,156,120070605070000010000000.000000000000000,6,2007,1,23,72442,2007,9,13,700,NC,CA, , ,N,N,N,Y,2,N,40.399999999999999,-123.910000000000000,24, , , , , , ,1,1, ,22953420010500.000000000000000,62025,960.594777881000030,-331609.562800000010000,272670.138800000020000
157,158,157,120070605070000010000000.000000000000000,6,2007,1,23,74069,2007,7,27,2500,NC,CA, , ,N,N,N,Y,1,Y,40.939999999999998,-123.690000000000000,24, , , , , , ,1,1, ,22953547010500.000000000000000,278565,217.690558481000010,-310931.218400000010000,331073.704499999990000
158,159,158,120070605070000010000000.000000000000000,6,2007,1,23,75371,2007,10,24,1900,NC,CA, , ,N,N,N,Y,1,Y,41.060000000000002,-123.720000000000000,24, , , , , , ,1,1, ,22953569010500.000000000000000,1426346,36.694599991700002,-312845.802700000000000,344276.152000000000000
159,160,159,120070605070000010000000.000000000000000,6,2007,1,23,75582,2007,8,9,3300,NC,CA, , ,N,N,N,Y,2,N,41.140000000000001,-123.569999999999990,24, , , , , , ,1,1, ,22953574010500.000000000000000,1428460,516.925461446999980,-300363.220700000010000,352516.192600000010000
160,161,160,120070605070000010000000.000000000000000,6,2007,1,23,76788,2007,9,10,1300,NC,CA, , ,N,N,N,Y,1,Y,40.530000000000001,-124.260000000000010,24, , , , , , ,1,1, ,22953473010500.000000000000000,274385,675.149622300000030,-361513.998199999970000,287461.700699999990000
161,162,161,120070605070000010000000.000000000000000,6,2007,1,23,77312,2007,6,18,3100,NC,CA, , ,N,N,N,Y,1,Y,41.250000000000000,-123.709999999999990,24, , , , , , ,1,1, ,22953589010500.000000000000000,1427547,14.367976726100000,-311137.189421000020000,365330.645102999990000
162,163,162,120070605070000010000000.000000000000000,6,2007,1,23,79318,2007,7,17,4300,NC,CAMIX, , ,N,N,N,Y,1,Y,40.750000000000000,-123.650000000000010,24, , , , , , ,1,1, ,22953536010500.000000000000000,1412451,292.155484995999980,-308238.954499999990000,309392.638500000000000
163,164,163,120070605070000010000000.000000000000000,6,2007,1,23,91464,2007,7,5,2100,NC,CA, , ,N,N,N,Y,1,Y,40.130000000000003,-123.720000000000000,24, , , , , , ,1,1, ,22953288010500.000000000000000,61206,113.131057551000000,-316782.967100000010000,241192.035000000000000
164,165,164,120070605070000010000000.000000000000000,6,2007,1,23,93768,2007,10,29,2500,NC,CA, , ,N,N,N,Y,1,Y,40.270000000000003,-124.060000000000000,24, , , , , , ,1,1, ,22953457010500.000000000000000,59984,881.149499221000040,-344798.544999999980000,258650.349900000000000
